service_id,service_en,service_fr,org_id,org_name_en,org_name_fr
2134,Canada Energy Regulator (CER)'s Emergency Response Procedures,Procedures d'intervention d'urgence de la Régie de l'énergie du Canada,221,Canada Energy Regulator,Régie de l'énergie du Canada
2133,Privacy,Protection des renseignements personnels,129,Crown-Indigenous Relations and Northern Affairs Canada,Relations Couronne-Autochtones et Affaires du Nord Canada
2132,Settlement Program Transfer Payments,Paiements de transfert du Programme d'établissement,123,"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada"
2131,Coordinate COVID-19 Funding Opportunities,Coordination des possibilités de financement liées à la COVID?19,74,Canadian Institutes of Health Research,Instituts de recherche en santé du Canada
2130,Access to Information,Accès à l'information,129,Crown-Indigenous Relations and Northern Affairs Canada,Relations Couronne-Autochtones et Affaires du Nord Canada
2129,Indigenous Arts Centre,Centre d'art autochtone,129,Crown-Indigenous Relations and Northern Affairs Canada,Relations Couronne-Autochtones et Affaires du Nord Canada
2128,Ministerial Correspondence,Correspondence ministérielle,129,Crown-Indigenous Relations and Northern Affairs Canada,Relations Couronne-Autochtones et Affaires du Nord Canada
2127,List of First Nations managing their lands under the First Nations Land Management Act,Liste des Premières Nations qui gèrent leur terres sous la Loi sur la gestion des terres des Premières Nations,129,Crown-Indigenous Relations and Northern Affairs Canada,Relations Couronne-Autochtones et Affaires du Nord Canada
2126,"Support in accordance with the Addition of Lands to Reserve and Reserve Creation Act, the First Nations Fiscal Management Act and the Framework Agreement on First Nation Land Management Act and the related institutions","Appui portant sur la Loi sur l’ajout de terres aux réserves et la création de réserves, la Loi sur la gestion financière des premières nations et la Loi sur l’Accord-cadre relatif à la gestion des terres de premières nations.",129,Crown-Indigenous Relations and Northern Affairs Canada,Relations Couronne-Autochtones et Affaires du Nord Canada
2125,Consultation and Policy Development,Consultations et de l'élaboration des politiques,129,Crown-Indigenous Relations and Northern Affairs Canada,Relations Couronne-Autochtones et Affaires du Nord Canada
2124,Federal Interlocutor's Contribution Program(FICP) (Projects Stream),Programme de contribution de l'Interlocuteur fédéral,129,Crown-Indigenous Relations and Northern Affairs Canada,Relations Couronne-Autochtones et Affaires du Nord Canada
2123,Basic Organizational Capacity,Capacité organisationnelle de base,129,Crown-Indigenous Relations and Northern Affairs Canada,Relations Couronne-Autochtones et Affaires du Nord Canada
2122,Northern Contaminants Program,Programme de lutte contre les contaminants dans le Nord,129,Crown-Indigenous Relations and Northern Affairs Canada,Relations Couronne-Autochtones et Affaires du Nord Canada
2121,Impact Assessment done by the Agency,Évaluation d'impact réalisée par l'Agence,63,Impact Assessment Agency of Canada,Agence d'évaluation d'impact du Canada
2119,"Monitoring and addressing events in the financial sector, response to liquidity","Surveillance et traitement des événements dans le secteur financier, réponse à la crise des liquidités",253,Office of the Superintendent of Financial Institutions Canada,Bureau du surintendant des institutions financières Canada
2118,Impact Assessment done by Substitution,Évaluation d'impact par substitution,63,Impact Assessment Agency of Canada,Agence d'évaluation d'impact du Canada
2117,Impact Assessment done by Review Panels,Évaluation d'impact par une commission d'examen,63,Impact Assessment Agency of Canada,Agence d'évaluation d'impact du Canada
2116,Emergency Management Services,Services de gestion des urgences,136,Public Services and Procurement Canada,Services publics et Approvisionnement Canada
2115,introduction to and Advanced Training on the IAA,Introduction et formation avancée à la LEI,63,Impact Assessment Agency of Canada,Agence d'évaluation d'impact du Canada
2114,"Issuance of Authority – Air Licence, International Charter Permits and Wet Lease","Délivrance de l'autorisation - Licence aérienne, permis d'affrètement international et bail avec équipage",99,Canadian Transportation Agency,Office des transports du Canada
2112,Ecosystems and Oceans Science Contribution Framework,Cadre de contribution de Sciences des écosystèmes et des océans,125,Fisheries and Oceans Canada,Pêches et Océans Canada
2110,Family Orders and Agreement Enforcement Assistance,Aide à l'exécution des ordonnances et des ententes familiales,132,Department of Justice Canada,Ministère de la Justice Canada
2109,Access to Information and Privacy,Accès à l’information et protection des renseignements personnels,128,Employment and Social Development Canada,Emploi et Développement social Canada
2108,Temporary Passport,Délivrance d'un passeport provisoire,123,"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada"
2107,Client initiated request to transfer the file between offices in Canada,Demande initiée par le client pour transférer le dossier entre des bureaux au Canada,123,"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada"
2106,"Equality for Sex, Sexual Orientation, Gender Identity and Expression Program","Programme de promotion de l'égalité des sexes, de l'orientation sexuelle, de l'identité et de l'expression de genre",246,Women and Gender Equality Canada,Femmes et Égalité des genres Canada
2105,Gender-Based Violence Program,Programme de financement de la lutte contre la violence fondée sur le sexe,246,Women and Gender Equality Canada,Femmes et Égalité des genres Canada
2104,Women's Program,Programme de promotion de la femme,246,Women and Gender Equality Canada,Femmes et Égalité des genres Canada
2103,Roadmap,Feuille de route,347,Invest in Canada Hub,Investir au Canada
2102,Introductions,Présentations,347,Invest in Canada Hub,Investir au Canada
2101,Investment Support,Soutien en matière d'investissement,347,Invest in Canada Hub,Investir au Canada
2100,Legal Services - Legislative and Regulatory,Services juridiques – Législation et réglementation,132,Department of Justice Canada,Ministère de la Justice Canada
2099,Legal Services - Litigation,Services juridiques - Contentieux,132,Department of Justice Canada,Ministère de la Justice Canada
2098,Legal Services - Advisory,Services juridiques - Conseils,132,Department of Justice Canada,Ministère de la Justice Canada
2096,International Assistance Group,Service d'entraide internationale,132,Department of Justice Canada,Ministère de la Justice Canada
2095,Canada Nature Fund - Community-nominated priority places for species at risk,Les lieux prioritaires désignés par les collectivités pour les espèces en péril du Fonds de la nature du Canada,137,Environment and Climate Change Canada,Environnement et Changement climatique Canada
2094,Enhanced Nature Legacy - Canada Target 1 Challenge Top-up,Complément du Défi de l’objectif 1 du Patrimoine naturel bonifié du Canada,137,Environment and Climate Change Canada,Environnement et Changement climatique Canada
2093,TMX Accommodation Measure Salish Sea Initiative (SSI),Initiative de la mer Salish (IMS),125,Fisheries and Oceans Canada,Pêches et Océans Canada
2092,Marine Mammal Response Program,Programme d'intervention auprès des mammifères marins,125,Fisheries and Oceans Canada,Pêches et Océans Canada
2091,BC Salmon Restoration and Innovation Fund (BCSRIF),Fonds de restauration et d'innovation pour le saumon de la Colombie-Britannique (FRISB),125,Fisheries and Oceans Canada,Pêches et Océans Canada
2087,Indigenous Habitat Participation Program,Programme pour la participation autochtone sur les habitats,125,Fisheries and Oceans Canada,Pêches et Océans Canada
2086,National Collision Database (NCDB),Base nationale de données sur les collisions (BNDC),138,Transport Canada,Transports Canada
2085,Program to Protect Canada's Coastlines and Waterways: Program to Enhance Maritim,Programme de protection du littoral et des voies navigables du Canada : Programme de sensibilisation accrue aux activités maritimes,138,Transport Canada,Transports Canada
2084,Financial Performance Data,Données sur la performance financière,130,"Innovation, Science and Economic Development Canada","Innovation, Sciences et Développement économique Canada"
2083,Trade Data Online,Données sur le commerce en direct.,130,"Innovation, Science and Economic Development Canada","Innovation, Sciences et Développement économique Canada"
2082,Canadian Importers Database,Base de données sur les importateurs canadiens,130,"Innovation, Science and Economic Development Canada","Innovation, Sciences et Développement économique Canada"
2080,Canadian Industry Statistics,Statistiques relatives à l'industrie canadienne,130,"Innovation, Science and Economic Development Canada","Innovation, Sciences et Développement économique Canada"
2079,MPA Activity Plan Application Process - Banc-des-Americains MPA,Processus de demande d'activités pour la ZPM - Banc-des-Americains,125,Fisheries and Oceans Canada,Pêches et Océans Canada
2078,MPA Activity Plan Application Process - Basin Head MPA,Processus de demande d'activités pour la ZPM - Basin Head,125,Fisheries and Oceans Canada,Pêches et Océans Canada
